date,prcp(mm/day),tmean(C),srad(W/m2),vp(Pa),GW(feet)
9/4/2002,0,17.85,429.84,1338.38,3.15
10/4/2002,6.44,19.07,310.75,1464.5,3.15
11/4/2002,0.12,12.655,456.01,920,3.17
12/4/2002,0,15.79,449.72,1145.57,3.28
13/4/2002,0,18.56,431.59,1382.56,3.39
14/4/2002,0,20.01,415.91,1561.89,3.42
15/4/2002,4.14,22.22,299.91,1802.81,3.43
16/4/2002,0,23.735,415.86,1916.99,3.44
17/4/2002,0,25.28,437.32,2010.24,3.49
18/4/2002,0,25.315,445.04,1952.17,3.55
19/4/2002,0,25.485,429.11,2044.27,3.62
20/4/2002,15.19,24.64,309.21,2004.17,3.65
21/4/2002,0,22.695,385.01,1875.24,3.65
22/4/2002,0,18.525,401.26,1427.6,3.65
23/4/2002,0,15.515,498.44,995.4,3.84
24/4/2002,0,10.975,483.96,784.12,3.89
25/4/2002,5.69,15.585,326.28,1155.22,3.81
26/4/2002,7.06,14.59,390.98,907.18,3.01
27/4/2002,0,13.505,489.85,910.37,3
28/4/2002,1.93,19.605,323.18,1678.71,3.11
29/4/2002,1.13,21.62,345.64,1799.69,3.17
30/4/2002,0,14.23,515.2,879.41,3.24
1/5/2002,1.31,16.525,405.52,1239.25,3.3
2/5/2002,4.73,21.1,302.2,1687.75,3.33
3/5/2002,24.31,21.965,284.17,1820.4,3.41
4/5/2002,0,14.685,304.68,1291.39,3.5
5/5/2002,10.63,12.55,172.09,1213.92,3.47
6/5/2002,0,14.47,456.84,1062.99,3.22
7/5/2002,0,20.81,392.86,1728.29,3.04
8/5/2002,0,23.695,402.33,2021.69,3.1
9/5/2002,2.43,23.535,334.36,1943.75,3.18
10/5/2002,2.54,24.705,354.44,2073.12,3.26
11/5/2002,0,21.8,402.42,1800.39,3.28
12/5/2002,0,19.275,396.28,1582.38,3.36
13/5/2002,0,24.06,422.84,2022.38,3.37
14/5/2002,7.98,19.425,384.8,1317.83,3.35
15/5/2002,0,14.45,478.9,1040.02,3.37
16/5/2002,0,16.95,506.64,1136.39,3.41
17/5/2002,0,21.66,427.72,1747.81,3.47
18/5/2002,0,22.295,405.86,1862.06,3.54
19/5/2002,11.14,14.835,371.87,1042.1,3.53
20/5/2002,0,11.295,438.84,915.74,3.26
21/5/2002,0,12.285,463.21,920.21,3.17
22/5/2002,0,11.655,487.34,867.09,3.22
23/5/2002,0,12.185,539.77,800,3.26
24/5/2002,0,16.93,539.07,1053.22,2.92
25/5/2002,0,21.99,498.81,1553.26,2.39
26/5/2002,0,22.13,484.57,1631.02,2.66
27/5/2002,0,22.245,503.17,1562.15,2.69
28/5/2002,0,21.575,493.54,1543.47,2.48
29/5/2002,0,22.455,454.44,1755.41,2.7
30/5/2002,0,23.615,408.26,2017.96,2.86
31/5/2002,0,23.56,451.82,1883.99,2.98
1/6/2002,0,26.815,409.48,2389.09,3.05
2/6/2002,0,27.15,450.64,2222.49,3.12
3/6/2002,0,26.15,463.43,2031.98,2.87
4/6/2002,0,23.53,442.9,1852.75,2.77
5/6/2002,0,26.445,423.8,2240.14,2.88
6/6/2002,0,27.62,427.52,2353.01,2.95
7/6/2002,33.32,24.61,338.32,1944.41,2.98
8/6/2002,0,17.26,430.11,1319.52,3.06
9/6/2002,0,16.775,534.01,1044.67,3.17
10/6/2002,0,20.895,516.63,1358.56,3.27
11/6/2002,0,23.615,506.32,1597.88,3.36
12/6/2002,0,26.09,440.67,2108.24,3.42
13/6/2002,0,28.055,399.11,2514.22,3.34
14/6/2002,10.42,27.57,299.46,2446.93,3.42
15/6/2002,6.03,24.955,301.34,2170.52,3.48
16/6/2002,0,21.785,497.42,1494.25,3.63
17/6/2002,0,24.055,426.74,1925.38,3.7
18/6/2002,0,23.13,420.9,1854.35,3.7
19/6/2002,0,23.005,395.03,1900.53,3.85
20/6/2002,0,23.335,379.18,1984.5,3.88
21/6/2002,0,22.655,415.78,1808.22,3.87
22/6/2002,0,23.325,404.45,1915.14,4.02
23/6/2002,0,24.77,407.72,2088.39,4.14
24/6/2002,0,27.325,385.83,2478.5,4.16
25/6/2002,0,28.39,374.63,2672.91,4.22
26/6/2002,0,28.215,380.49,2613.7,4.35
27/6/2002,0.15,27.685,312.25,2779.76,4.33
28/6/2002,16.64,26.015,251.29,2480,4.14
29/6/2002,0.05,25.48,365.08,2317.12,4.2
30/6/2002,0,24.475,457.22,1875.37,4.28
1/7/2002,0,24.345,467.42,1690.36,4.39
2/7/2002,0,26.265,426.71,2067.77,4.28
3/7/2002,0,27.875,429.7,2226.84,4.28
4/7/2002,0,28.495,447.49,2173.24,4.06
5/7/2002,0,28.895,461.38,2128.96,4.06
6/7/2002,0,27.805,441.56,2128.05,4.06
7/7/2002,0,23.615,489.07,1515.86,4.06
8/7/2002,0,24.91,476.21,1674.39,4.06
9/7/2002,0,26.77,441.18,2024.74,4.06
10/7/2002,0,28.67,388.15,2499.93,4.06
11/7/2002,10.95,26.01,298.71,2302.49,4.06
12/7/2002,0,19.895,475.68,1325.94,4.06
13/7/2002,0,22.145,460.14,1556.63,4.06
14/7/2002,3.66,25.395,284.47,2446.82,4.06
15/7/2002,13.64,25.31,223.28,2498.96,4.06
16/7/2002,0,26.645,363,2503.98,4.06
17/7/2002,0,27.755,448.02,2215.85,5.3
18/7/2002,0,28.6,436.12,2374.62,5.38
19/7/2002,7.03,29.295,288.97,2828.03,5.48
20/7/2002,0.03,27.91,410.1,2401.11,5.57
21/7/2002,37.07,26.44,317.27,2297.02,5.65
22/7/2002,0,25.995,398.61,2313.53,5.71
23/7/2002,0,26.64,377.19,2480.71,5.75
24/7/2002,6.3,26.185,214.23,2674.22,5.8
25/7/2002,8.3,25.58,197.36,2644.08,5.87
26/7/2002,5.98,25.37,191.12,2638.1,5.96
27/7/2002,11.79,26.02,244.33,2565.36,6.04
28/7/2002,5.43,27.215,287.4,2568.67,6.2
29/7/2002,0,29.39,387.32,2853.8,6.28
30/7/2002,0,30.185,357.44,3110.93,6.34
31/7/2002,0,29.265,391.29,2834.16,6.39
1/8/2002,0,27.745,409.93,2558.32,5.45
2/8/2002,0,27.81,439.19,2389.75,5.47
3/8/2002,0,26.72,455.84,2179.73,5.63
4/8/2002,0,26.74,445.07,2205.74,5.78
5/8/2002,0,26.86,444.03,2227.94,5.9
6/8/2002,0,27.015,408.67,2423.65,6
7/8/2002,0,22.64,491.77,1599.24,6.12
8/8/2002,0,20.455,510.36,1342.96,6.23
9/8/2002,0,21.19,510.87,1381.14,6.34
10/8/2002,0,21.775,518.38,1374.92,6.51
11/8/2002,0,23.245,511.51,1503.99,6.62
12/8/2002,0,26.245,491.89,1839.92,6.72
13/8/2002,0,28.47,457.85,2217.82,6.8
14/8/2002,0,27.935,454.62,2161.53,6.88
15/8/2002,0,27.525,376.42,2532.18,6.88
16/8/2002,8.3,27.405,262.63,2640,6.88
17/8/2002,7.63,27.865,256.48,2733.84,6.88
18/8/2002,0,28.495,375.97,2689.83,6.88
19/8/2002,0,28.275,415.1,2450.79,6.88
20/8/2002,0,28.775,407.88,2549.83,6.88
21/8/2002,0,27.335,405.04,2381.62,6.88
22/8/2002,0,26.475,409.22,2260.59,6.88
23/8/2002,0,28.5,404.21,2509.35,6.88
24/8/2002,0,30.58,401.94,2754.71,6.88
25/8/2002,9.88,28.99,305.73,2554.24,6.88
26/8/2002,1.49,26.9,281.12,2639.43,6.88
27/8/2002,12.52,23.29,175.45,2307.07,6.55
28/8/2002,44.03,22.395,129.84,2315.6,6.71
29/8/2002,12.61,22.01,124.18,2294.65,6.83
30/8/2002,3.62,21.08,114.56,2206.12,6.84
31/8/2002,18.63,20.735,111.05,2169.96,7.05
1/9/2002,11.78,21.15,118.99,2214.18,7.17
2/9/2002,0.01,21.215,221.2,2106.71,7.24
3/9/2002,0,20.725,377.16,1751.41,7.32
4/9/2002,0,24.765,412.01,2091.7,7.36
5/9/2002,0,25.665,412.41,2181.15,7.47
6/9/2002,0,22.91,425.81,1814.83,7.53
7/9/2002,0,21.885,433.92,1709.35,7.56
8/9/2002,0,22.5,396.99,1874.56,7.59
9/9/2002,0,23.285,381.99,2016.34,7.66
10/9/2002,3.42,24.43,263.16,2338.93,7.73
11/9/2002,9.4,24.245,274.8,2190.59,7.78
12/9/2002,0,21.475,482.44,1441.61,7.82
13/9/2002,0,18.95,471.38,1318.22,7.88
14/9/2002,0,22.24,389.89,1874.15,7.92
15/9/2002,21.33,23.62,244.41,2204.88,7.95
16/9/2002,13.91,24.735,204.83,2477.52,7.98
17/9/2002,32.4,23.605,231.04,2257.17,7.9
18/9/2002,0,22.71,386.13,1918.85,7.72
19/9/2002,0,21.885,416.47,1741.9,7.69
20/9/2002,0,23,388.85,1924.89,7.73
21/9/2002,0,23.02,404.53,1881.39,7.58
22/9/2002,0,23.535,412.46,1889.15,7.68
23/9/2002,0,23.565,353.7,2103.04,7.82
24/9/2002,0,20.655,345.85,1790.86,7.93
25/9/2002,0,20.825,380.48,1728.57,8.01
26/9/2002,4.59,21.25,235.25,1917.98,8.07
27/9/2002,9.64,23.115,192.15,2280.48,8.11
28/9/2002,1.87,25.075,274.49,2485.65,8.15
29/9/2002,0,20.855,360.79,1735.69,8.19
30/9/2002,0,20.42,371.86,1627.9,8.22
1/10/2002,0,20.78,382.46,1608.5,8.27
2/10/2002,0,22.815,353.84,1889.54,8.32
3/10/2002,0,24.74,344.27,2119.26,8.36
4/10/2002,0,24.475,364.92,2000.01,8.39
5/10/2002,0,25.265,319.02,2281.28,8.42
6/10/2002,0,23.22,365.27,1840.98,8.45
7/10/2002,0,20.49,316.32,1737.64,8.45
8/10/2002,0,20.645,351.68,1626.18,8.45
9/10/2002,0,17.865,281.17,1551.51,8.45
10/10/2002,0,18.77,274.3,1634.5,8.45
11/10/2002,15.96,20.275,132.56,2013.68,8.45
12/10/2002,69.84,20.005,106.32,2069.87,8.45
13/10/2002,0,19.32,253.56,1760.01,8.45
14/10/2002,1.32,17.62,304.54,1435.79,8.45
15/10/2002,0,13.98,321.03,1156.71,8.45
16/10/2002,6.2,14.445,175.33,1325.46,8.65
17/10/2002,0.63,13.66,313.56,1136.72,8.67
18/10/2002,0,12.17,385.48,860.5,8.69
19/10/2002,0,12.025,376.47,871.43,8.71
20/10/2002,0,15.79,339.13,1215.32,8.62
21/10/2002,15.73,15.79,208.42,1345.96,7.99
22/10/2002,4.24,12.125,138.42,1199.26,7.92
23/10/2002,1.97,12.495,344.09,948.92,7.89
24/10/2002,0,14.145,341.16,1067.06,7.9
25/10/2002,0.77,14.95,214.2,1374.17,7.84
26/10/2002,0.01,14.725,217.13,1352.07,7.81
27/10/2002,0,16.035,285.41,1330.89,7.91
28/10/2002,4.11,15.475,172.88,1382.37,8.03
29/10/2002,13.07,12.315,123.92,1230.62,8.12
30/10/2002,15.68,9.41,109.77,1027.41,8.21
31/10/2002,2,6.7,218.75,800,8.29
1/11/2002,0,6.65,318.21,663.79,8.35
2/11/2002,0,7.065,339.66,640,8.4
3/11/2002,0,7.125,336.98,640.14,8.44
4/11/2002,4.47,8.6,230.52,783.33,8.47
5/11/2002,0,9.735,290.06,871.25,8.54
6/11/2002,21.86,11.465,202.48,1001.41,8.61
7/11/2002,2.11,9.03,308.06,725.42,8.66
8/11/2002,0,7.82,336.74,640,8.57
9/11/2002,0,11.76,335.74,814.47,8.28
10/11/2002,0,16.85,300.38,1269.27,8.27
11/11/2002,0,21.175,231.24,1885.41,8.01
12/11/2002,9.37,18.555,173.87,1608.5,8
13/11/2002,32.54,12.41,197.5,1028.83,8.05
14/11/2002,2.17,7.215,287.51,641.25,8.14
15/11/2002,0,10.125,305.17,776.32,8.23
16/11/2002,0,12.58,256.11,1032.93,8.32
17/11/2002,23.46,11.9,150.88,1101.08,8.38
18/11/2002,14.12,6.905,196.52,708.49,8.45
19/11/2002,0,5.985,307.76,560,8.5
20/11/2002,0,7.63,305.9,620.97,8.49
21/11/2002,0,9.775,278.04,789.37,8.4
22/11/2002,3.12,10.22,169.27,932.26,8.52
23/11/2002,0,7.15,279.93,640,8.59
24/11/2002,0,7.43,275.23,657.58,8.64
25/11/2002,0,9.895,303.58,660.29,8.69
26/11/2002,0,10.35,294.64,719.43,8.72
27/11/2002,0,7.225,232.41,720,8.74
28/11/2002,0,2.65,255.17,477.18,8.76
29/11/2002,0,1.445,257.62,440,8.78
30/11/2002,0,5.67,267.95,558.46,8.8
1/12/2002,0,5.98,275.41,554.96,8.82
2/12/2002,0,1.24,240.73,440,8.84
3/12/2002,0,3.14,241.58,502.19,8.86
4/12/2002,0,-0.41,231.36,399.21,8.86
5/12/2002,34.44,-1.165,97.63,456.47,8.57
6/12/2002,9.56,-0.955,116.71,440,6.35
7/12/2002,0,-0.885,243.85,360,5.7
8/12/2002,0,1.66,244.53,440,5.82
9/12/2002,0,3.725,242.28,522.41,5.85
10/12/2002,0,1.685,154.09,555.43,5.99
11/12/2002,3.94,2.675,77.13,635.3,6.26
12/12/2002,6.89,4.65,107.58,695.63,6.47
13/12/2002,0.01,7.13,210.39,720,6.57
14/12/2002,16.09,7.03,112.07,804.09,6.68
15/12/2002,0,4.96,258.32,553.04,6.81
16/12/2002,0,5.92,249.39,599.52,6.92
17/12/2002,0,4.935,276.38,482.53,7.03
18/12/2002,0,3.61,206.16,563.24,7.09
19/12/2002,0,6.275,238.2,635.38,7.11
20/12/2002,5,11.46,187.91,860.05,7.14
21/12/2002,14.24,10.005,199.35,720.1,7.26
22/12/2002,0,7.645,249.09,652.94,7.24
23/12/2002,0,8.955,254.8,714.27,6.98
24/12/2002,0,7.925,194.12,798.03,6.46
25/12/2002,30.79,4.71,86.18,720,6.49
26/12/2002,0.22,3.75,200.94,599.66,6.64
27/12/2002,0,1.89,260.68,440,6.75
28/12/2002,0,1.705,260.39,440,6.86
29/12/2002,0,3.56,267.77,477.23,6.91
30/12/2002,0,6.665,287.36,520,6.91
31/12/2002,0,9.6,281.2,665.82,6.23
1/1/2003,10.99,13.195,174.86,1036.24,5.92
2/1/2003,2.41,11.58,213.06,927.3,6.04
3/1/2003,3.48,8.375,117.91,890,6.1
4/1/2003,3.14,4.975,174.88,612.63,6.16
5/1/2003,0,1.835,254.83,440,6.22
6/1/2003,0,3.605,265.77,494.29,5.57
7/1/2003,2.27,3.41,229.39,480,4
8/1/2003,0,3.075,223.48,542.16,3.66
9/1/2003,0,10.735,217.42,927.67,3.62
10/1/2003,0,12.04,251.4,927.81,3.5
11/1/2003,0,3.4,272.03,480,2.99
12/1/2003,0,-0.01,242.71,428.31,2.98
13/1/2003,0,-0.04,244.73,424.67,3.1
14/1/2003,0,2.395,265.41,474.48,3.18
15/1/2003,0,0.805,219.62,475.25,3.2
16/1/2003,0,-1.76,253.54,360,3.16
17/1/2003,5.69,-1.535,156.8,410.87,3.16
18/1/2003,0,-4.705,262.43,280,3.26
19/1/2003,0,-4.78,258.59,280.01,3.31
20/1/2003,0,1.035,267.24,440.13,3.35
21/1/2003,0,4.975,313.5,509.3,3.39
22/1/2003,0,-3.11,234.46,356.14,3.44
23/1/2003,4.75,-3.895,216.92,320,3.5
24/1/2003,0,-6.745,259.39,280,3.51
25/1/2003,0,-2.86,343.12,280,3.56
26/1/2003,0,0.14,335.31,382.49,3.7
27/1/2003,0,-0.225,344.25,360.76,3.71
28/1/2003,0,-5.07,330.26,278.55,3.8
29/1/2003,0,1.76,341.81,437.5,3.83
30/1/2003,15.44,4.175,222.7,576.17,3.09
31/1/2003,22.3,1.43,51.94,635.03,2.97
1/2/2003,5.73,2.58,94.75,639.28,3.07
2/2/2003,0,4.21,291.14,560,3.14
3/2/2003,0,6.835,338.87,586.42,3.23
4/2/2003,0,9.81,330.1,742.14,3.2
5/2/2003,4.61,7.07,267.43,560,3.15
6/2/2003,0,2.98,309.44,498.54,3.16
7/2/2003,25.9,2.64,156.19,587.88,2.99
8/2/2003,0,0.895,254.26,480,2.83
9/2/2003,0,0.98,319.37,439.75,2.97
10/2/2003,7.15,3.025,211.28,552.87,3.07
11/2/2003,11.69,2.895,206.81,560,3.17
12/2/2003,0,5.165,340.95,565.68,3.22
13/2/2003,0,4.015,379.14,443.19,3.21
14/2/2003,0,4.165,346.45,520,3.08
15/2/2003,5.35,5.965,223.36,647.23,3.13
16/2/2003,12.72,2.875,211.54,548.12,3.18
17/2/2003,16.08,-0.335,140.86,492.13,3.26
18/2/2003,1.74,-1.27,138.6,480.21,3.18
19/2/2003,0,2.345,310.89,520,3
20/2/2003,0.29,5.825,360.3,602.49,3.13
21/2/2003,0,6.475,340.51,644.72,3.16
22/2/2003,8.11,10.755,272.76,834.17,3.2
23/2/2003,19.64,12.705,292.32,889.38,3.28
24/2/2003,0,6.87,426.02,514.33,3.32
25/2/2003,0,8.45,409.81,624.08,3.33
26/2/2003,1.09,3.03,286.8,560,3.19
27/2/2003,12.22,1.28,112.28,587.36,3.1
28/2/2003,25.28,2.115,121.58,613.68,3.09
1/3/2003,5.02,4.285,177.31,665.98,3.21
2/3/2003,12.03,8.06,234.41,798.95,3.25
3/3/2003,1.08,8.01,410.5,640.35,3.29
4/3/2003,0,4.185,422.37,484.23,3.37
5/3/2003,9.25,10.255,318.68,736.22,3.37
6/3/2003,19.98,13.915,279.4,1081.8,3.44
7/3/2003,2.81,8.915,358.94,629.45,3.51
8/3/2003,0,2.27,277.61,560,3.57
9/3/2003,0,10.6,443.94,732.66,3.62
10/3/2003,0,10.29,461.95,646.31,3.6
11/3/2003,0,3.925,404.84,518.98,3.64
12/3/2003,0,5.3,390.98,589.58,3.71
13/3/2003,0,12.635,468.76,747.28,3.7
14/3/2003,0,13.23,464.55,800.6,3.68
15/3/2003,0,5.61,397.28,599.73,3.74
16/3/2003,0,9.79,348.03,867.4,3.78
17/3/2003,0.02,14.87,292.81,1302.3,3.81
18/3/2003,0,15.035,259.97,1361.21,3.83
19/3/2003,0,13.115,379.12,1036.67,3.86
20/3/2003,10.83,10.81,196.72,1027.01,3.88
21/3/2003,17,15.22,242.77,1290.87,3.97
22/3/2003,0,15.385,430.69,1104.04,3.96
23/3/2003,0,13.825,451.47,935.07,3.93
24/3/2003,0,13.625,443.6,943.49,4.02
25/3/2003,0,12.985,485.52,801.29,4.01
26/3/2003,0,16.62,457.55,1131.69,4.01
27/3/2003,1.01,16.075,470.5,1057.1,3.98
28/3/2003,0,14.425,422.52,1067.92,3.81
29/3/2003,0,18.595,401.11,1415.35,3.77
30/3/2003,28.95,13.895,359.58,895.31,3.81
31/3/2003,9.94,4.4,222.52,634.11,3.83
1/4/2003,0,7.065,421.05,639.6,3.85
2/4/2003,0,14.745,458.68,991.32,3.95
3/4/2003,0,19.445,448.4,1359.29,3.94
4/4/2003,0,20.595,438.84,1472.07,3.47
5/4/2003,0,20.14,397.2,1571.45,3.31
6/4/2003,5.62,15.93,343.49,1098.39,3.31
7/4/2003,14.2,10.7,281.57,902.01,3.08
8/4/2003,27.02,6.665,106.73,876.88,2.98
9/4/2003,32.82,6.45,94.66,883.37,3.08
10/4/2003,17.8,6.48,99.49,882.31,3.18
11/4/2003,11.3,7.04,95.4,919.36,3.23
12/4/2003,2.64,9.21,251.49,920,3.23
13/4/2003,0,13.98,522.64,916.58,3
14/4/2003,0,13.545,527.69,866.15,2.42
15/4/2003,0,15.285,523.61,960.32,2.63
16/4/2003,0,18.515,512.48,1209.71,2.74
17/4/2003,0,18.32,506.75,1210.75,2.81
18/4/2003,0,14.315,454.48,1055.45,2.85
19/4/2003,9.27,11.285,172.22,1121.44,2.8
20/4/2003,0,12.05,422.29,945.97,2.58
21/4/2003,0,13.965,486.67,967.22,2.78
22/4/2003,2,17.87,331.24,1453.75,2.89
23/4/2003,0,15.025,506.66,1004.03,2.94
24/4/2003,0,12.185,537.05,788.56,2.8
25/4/2003,0,15.275,436.99,1182.34,2.55
26/4/2003,6.81,16.87,219.63,1528.65,2.69
27/4/2003,4.79,17.94,293.02,1470.54,2.67
28/4/2003,0,16.865,508.77,1165.19,2.84
29/4/2003,0,19.78,482.23,1446.71,2.91
30/4/2003,0,20.82,489.86,1505.79,2.84
1/5/2003,0,21.36,451.05,1678.92,2.5
2/5/2003,0,21.465,426.32,1758.9,2.53
3/5/2003,8.7,20.17,323.27,1627.4,2.64
4/5/2003,0.04,12.98,367.89,1131.76,2.74
5/5/2003,0,11.345,455.64,919.57,2.88
6/5/2003,7.03,15.855,318.06,1288.36,2.94
7/5/2003,0.94,21.655,382.22,1889.79,2.99
8/5/2003,0,23.685,392.2,2118.22,3.02
9/5/2003,0,23.25,464.84,1839.78,3.11
10/5/2003,14.58,23.92,340.45,1927.55,3.11
11/5/2003,2.84,23.71,304.5,2113.42,3.08
12/5/2003,0,23.04,416.67,1912.73,3.05
13/5/2003,0,19.725,417.09,1596.17,3.09
14/5/2003,0,16.355,519.85,1105.09,3.18
15/5/2003,0,19.005,477.85,1401.03,2.94
16/5/2003,5.35,19.395,319.65,1567.16,2.36
17/5/2003,0,18.565,420.69,1490.02,2.61
18/5/2003,7.44,13.17,108.59,1373.5,2.76
19/5/2003,27.18,12.82,160.71,1280,2.9
20/5/2003,0,15.345,466.73,1183.93,3
21/5/2003,0,18.59,505.13,1346.37,3.08
22/5/2003,24.76,19.095,298.03,1610.55,3.18
23/5/2003,32.1,15.935,133.28,1604.04,3.2
24/5/2003,18.23,16.915,169.27,1646.1,3.23
25/5/2003,0,18.72,408.06,1596.96,3.23
26/5/2003,13.02,20.72,263.94,1891.14,3.26
27/5/2003,3.04,19.715,320.51,1652.98,3.31
28/5/2003,3,16.46,314.42,1376.53,3.37
29/5/2003,0,18.615,475.04,1458.55,3.42
30/5/2003,0,18.89,498.27,1437.28,3.46
31/5/2003,0,19.935,454.39,1644.2,3.52
1/6/2003,12.9,18.745,314.82,1599.5,3.61
2/6/2003,0,16.865,521.81,1244.97,3.61
3/6/2003,0,18.185,493.7,1395.9,3.46
4/6/2003,6.82,22.065,270.23,2076.84,3.27
5/6/2003,5.14,21.885,282.26,2038.47,2.48
6/6/2003,0,20.11,511.16,1514.73,2.2
7/6/2003,0,22.76,400.71,2081.29,2.4
8/6/2003,26.48,23.6,242.13,2323.69,2.59
9/6/2003,20.66,23.22,260.71,2260.24,2.78
10/6/2003,0,23.05,490.54,1876.07,2.92
11/6/2003,0,24.99,464.07,2185.58,2.99
12/6/2003,0,26.67,413.66,2557.44,3.06
13/6/2003,0.4,27.12,380.25,2715.68,3.16
14/6/2003,0.18,26.735,382.54,2667.71,3.2
15/6/2003,0,26.31,389.38,2604.47,3.18
16/6/2003,25.22,24.675,308.55,2317.21,3.23
17/6/2003,9.35,21.28,245.85,2065.1,3.26
18/6/2003,1.87,21.025,288.41,2081.01,3.3
19/6/2003,5.1,24.24,302.36,2289.45,3.42
20/6/2003,2.55,23.235,339.57,2193.4,3.48
21/6/2003,2.25,20.35,412.86,1736.21,3.45
22/6/2003,0,19.115,492.79,1517.72,3.4
23/6/2003,0,21.65,477.11,1780.48,3.46
24/6/2003,0,24.105,512.78,1895.68,3.53
25/6/2003,0,25.195,513.97,1978.68,3.58
26/6/2003,0,26.315,490.56,2210.3,3.62
27/6/2003,0,27.5,454.98,2486.42,3.67
28/6/2003,0,25.565,484.27,2131.63,3.69
29/6/2003,7.48,24.325,338.71,2110.47,3.72
30/6/2003,0,26.325,438.13,2387.4,3.72
1/7/2003,10.39,25.785,324.21,2328.1,3.76
2/7/2003,15.61,23.39,231.85,2312.29,3.49
3/7/2003,13.51,22.47,145.65,2389.98,3.34
4/7/2003,0.08,23.82,379.1,2263.71,3.43
5/7/2003,0,26.905,425.96,2530.35,3.51
6/7/2003,0,27.965,392.73,2789.62,3.57
7/7/2003,0,27.785,378.57,2804.27,3.51
8/7/2003,0,27.785,374.73,2810.93,3.64
9/7/2003,0,28.505,402.1,2824.84,3.77
10/7/2003,6.86,27.745,337.15,2551.34,3.87
11/7/2003,2.61,26.91,391.47,2513.88,3.92
12/7/2003,8.12,26.47,317.72,2470.43,3.97
13/7/2003,0,25.71,406.66,2413.26,4.05
14/7/2003,21.01,24.165,276.7,2304.93,4.04
15/7/2003,15.77,24.29,274.69,2317.62,3.04
16/7/2003,0,26.15,388.66,2528.28,2.93
17/7/2003,16.85,26.265,315.35,2439.17,3.05
18/7/2003,0,25.43,416.61,2323.38,3.07
19/7/2003,0,25.94,388.57,2477.29,2.49
20/7/2003,0,24.755,409.26,2280.46,2.4
21/7/2003,0,26,389.05,2479.48,2.59
22/7/2003,0,27.225,359.91,2740.95,2.3
23/7/2003,4.9,26.195,279.27,2561.39,2.32
24/7/2003,10.78,24.295,227.46,2454.65,2.43
25/7/2003,5.24,24.09,315.48,2184.75,2.62
26/7/2003,0,24.705,442.71,2206.56,2.71
27/7/2003,0,26.48,424.98,2479.34,2.74
28/7/2003,0,27.455,371.91,2785.02,2.77
29/7/2003,1.42,27.345,356.32,2775.17,2.97
30/7/2003,4.09,24.765,243.6,2515.15,3.07
31/7/2003,14.45,23.54,225.5,2381.05,3.11
1/8/2003,4.59,25.625,272.37,2574.3,3.22
2/8/2003,0,26.56,377.73,2648.68,3.35
3/8/2003,11.54,26.73,269.53,2718.21,3.34
4/8/2003,8.25,26.475,261.52,2711.38,3.37
5/8/2003,9.44,25.28,299.23,2409.93,3.47
6/8/2003,8.07,25.25,319.57,2320,3.57
7/8/2003,19.28,25.51,284.53,2491.31,3.64
8/8/2003,20.39,24.93,244.03,2536.9,3.72
9/8/2003,25.13,24.805,225.03,2577.8,3.78
10/8/2003,3.62,24.745,200.49,2637.99,3.8
11/8/2003,6.61,24.55,233.36,2531.15,3.9
12/8/2003,1.39,25.93,367.58,2615.82,3.96
13/8/2003,0,26.31,400.84,2579.62,3.98
14/8/2003,0,26.8,416.22,2592.83,4.03
15/8/2003,0,26.87,427.28,2560,4.1
16/8/2003,0,26.99,413.57,2624.16,4.17
17/8/2003,9.92,25.725,282.94,2552.43,4.27
18/8/2003,12.83,25.195,339.98,2262.27,4.37
19/8/2003,3.93,25.405,323.42,2368.64,4.49
20/8/2003,2.26,24.85,377.23,2296.2,4.61
21/8/2003,0,25.73,443.22,2317.41,4.7
22/8/2003,0,26.66,418.97,2528.98,4.79
23/8/2003,0,26.895,416.28,2559.3,4.89
24/8/2003,0,23.73,459.94,2016.71,4.98
25/8/2003,0,22.295,481.22,1772.27,5.04
26/8/2003,0,25.38,446.85,2235.87,4.96
27/8/2003,0,27.655,436.35,2535.08,4.8
28/8/2003,0,28.895,417.77,2767.07,4.47
29/8/2003,0,28.66,402.07,2788.49,3.5
30/8/2003,0,28.37,374.36,2838.21,3.54
31/8/2003,0,27.455,390.98,2641.34,3.64
1/9/2003,23.35,25.8,295.43,2393.37,3.75
2/9/2003,0,26.59,373.17,2564.04,3.85
3/9/2003,10.81,26.705,313.58,2572.78,3.96
4/9/2003,7.25,26.475,273.33,2561.09,4.07
5/9/2003,17.18,23.945,317.35,2062.4,4.13
6/9/2003,0,20.3,428.96,1636.32,4.12
7/9/2003,0,19.79,412.07,1621.21,4.06
8/9/2003,0,21.49,391.35,1830.23,4.06
9/9/2003,0,21.775,309.74,2050.52,3.7
10/9/2003,0,21.13,363.57,1841.7,3.73
11/9/2003,0,18.98,419.95,1476.61,3.85
12/9/2003,4.3,20.19,304,1798.99,3.6
13/9/2003,24.89,20.26,120.86,2109.11,3.63
14/9/2003,2.12,21.165,217.26,2099.09,3.7
15/9/2003,0,23.65,332.35,2219.62,3.82
16/9/2003,0,22.89,379.13,1985.79,3.94
17/9/2003,0,20.045,438.16,1504.31,4.05
18/9/2003,30.48,20.91,243.73,1880.22,3.7
19/9/2003,115.35,21.67,206.58,2085.82,2.64
20/9/2003,0,22.595,433.56,1734.65,2.83
21/9/2003,0,23.065,415.54,1821.57,2.83
