date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(m),GW(feet)
18/3/2012,0,21.53,0.496,516.17,686.07,0.05216577,43.92987805,18.05
19/3/2012,0,21.98,0.496,504.16,731.83,0.047629616,43.53353659,18.45
20/3/2012,0,22.32,0.500000116,475.41,821.94,0.043093462,41.84146341,18.9
21/3/2012,1.6,23.21,0.500000116,466.44,869.47,0.026460898,40.54573171,19.3
22/3/2012,0,24.015,0.500000116,444.91,976.94,0.021924744,39.50914634,19.66
23/3/2012,0,24.065,0.504000116,426.42,1047.81,0.090723078,38.74695122,20.03
24/3/2012,0,23.38,0.504000116,447.78,941.9,0.048385641,38.13719512,20.4
25/3/2012,8.56,23.22,0.504000116,288.49,1317.68,0.037801282,37.45121951,20.92
26/3/2012,0,20.955,0.504000116,491.37,772.21,0.040069359,36.84146341,21.37
27/3/2012,0,21.22,0.507999653,527.12,647.4,0.036289231,36.29268293,21.75
28/3/2012,0,22.07,0.507999653,487.12,782.51,0.03477718,35.72865854,22.05
29/3/2012,0,22.325,0.507999653,474.83,770.49,0.021168718,35.16463415,22.36
30/3/2012,0,22.785,0.512000116,482.06,703.7,0.01738859,34.37195122,22.7
31/3/2012,0.5,23.515,0.512000116,440.34,836.65,0.016632564,33.68597561,23.06
1/4/2012,0.19,22.78,0.512000116,464.87,739.34,0.024192821,33.10670732,23.43
2/4/2012,0,22.755,0.512000116,500.74,677.54,0.028728975,32.64939024,23.78
3/4/2012,0,23.515,0.516,520.5,667.09,0.027972949,32.17682927,24.05
4/4/2012,6.01,23.66,0.516,444.3,771.35,0.027216923,31.65853659,24.34
5/4/2012,1.89,24.08,0.516,401.33,1060.97,0.018144616,31.1097561,24.58
6/4/2012,0,23.89,0.52,411.38,1066.82,0.015876539,30.54573171,24.9
7/4/2012,0,22.06,0.52,491.9,747.02,0.013608462,30.01219512,25.19
8/4/2012,0,21.11,0.52,508.88,670.81,0.019656667,29.60060976,25.35
9/4/2012,0,21,0.52,523.13,636.6,0.022680769,29.15853659,25.44
10/4/2012,0,21.6,0.523999884,525.36,644.29,0.008316282,28.79268293,25.58
11/4/2012,0,22.25,0.523999884,488.26,748.53,0.008316282,28.30487805,25.72
12/4/2012,0,22.455,0.523999884,496.62,739.62,0.010584359,27.86280488,25.95
13/4/2012,0,22.705,0.528000116,489.12,759.06,0.018144616,27.61890244,26.21
14/4/2012,0,23.005,0.528000116,438.88,908.4,0.022680769,27.48170732,26.37
15/4/2012,0,22.81,0.528000116,441.27,894.16,0.024192821,27.26829268,26.38
16/4/2012,0,22.37,0.528000116,483.91,760.5,0.023436795,27.05487805,26.4
17/4/2012,0,22.84,0.531999884,514.21,722.55,0.020412693,26.70426829,26.36
18/4/2012,0,23.465,0.531999884,492.11,749.41,0.013608462,26.30792683,26.75
19/4/2012,0.9,24.05,0.531999884,400.62,988.57,0.008316282,26.06402439,27.12
20/4/2012,10.13,24.5,0.532100694,327.97,1067.56,0.009072308,26.04878049,27.28
21/4/2012,19.45,23.73,0.536000116,292.28,1274.31,0.020412693,26.01829268,27.5
22/4/2012,11.09,21.085,0.536000116,323.65,1201.29,0.029485,26.07926829,27.57
23/4/2012,0,19.65,0.536000116,410.85,1090.63,0.035533205,25.4847561,27.72
24/4/2012,0,17.05,0.538458565,485,756.24,0.045361539,24.92073171,27.96
25/4/2012,0,16.72,0.54,571.72,535.03,0.058213975,24.67682927,28.18
26/4/2012,0,19.085,0.54,576.11,604.29,0.063506154,24.34146341,28.33
27/4/2012,0,21.56,0.54,557.45,697.65,0.056701924,24.2347561,28.59
28/4/2012,1.48,24.05,0.542458565,486.57,1000.41,0.033265129,24.00609756,28.89
29/4/2012,0,24.41,0.544,448.59,1168.91,0.034021154,23.6402439,28.995
30/4/2012,0,24.9,0.544,410.3,1326.62,0.032509103,23.30487805,29.1
1/5/2012,0,25.67,0.544,397.86,1429.33,0.029485,23.07621951,29.31
2/5/2012,0,26.31,0.544911806,419.95,1388.46,0.025704872,22.67987805,29.43
3/5/2012,0,25.95,0.548,467.62,1209.19,0.022680769,22.22256098,29.58
4/5/2012,0,25.86,0.548,445.39,1291.77,0.019656667,22.22256098,29.81
5/5/2012,0,25.14,0.548,466.95,1164.83,0.008316282,21.90243902,29.97
6/5/2012,0,25.57,0.548,471.95,1177.28,0.003175308,21.58231707,30.07
7/5/2012,0,25.39,0.552,471.89,1158.06,0.001209641,21.39939024,30.08
8/5/2012,0,24.925,0.552,494.17,1063.61,0.000756026,21.17073171,30.25
9/5/2012,0,25.425,0.552,461.22,1205.54,0.002872897,20.82012195,30.26
10/5/2012,0,25.97,0.552,442.56,1296.36,0.004536154,20.57621951,30.3
11/5/2012,0,24.93,0.554458681,544.4,810.81,0.009072308,20.42378049,30.55
12/5/2012,0,26.23,0.556000116,499.96,992.4,0.006653026,20.40853659,30.72
13/5/2012,0,25.36,0.556000116,492.02,967.54,0.002268077,20.14939024,30.79
14/5/2012,0,26.33,0.556000116,417.32,1245.57,0.009072308,20.13414634,30.87
15/5/2012,18.44,26.55,0.556000116,415,1221.15,0.006501821,20.07317073,30.92
16/5/2012,17.19,25.185,0.558458681,294.06,1819.2,0.004309346,19.69207317,30.91
17/5/2012,23.15,24.99,0.56,284.46,2042.9,0.024192821,19.43292683,30.87
18/5/2012,0,25.26,0.56,455.68,1684.43,0.030241026,19.32621951,30.72
19/5/2012,0,25.67,0.56,467.24,1664.89,0.048385641,19.20426829,30.56
20/5/2012,0,25.99,0.56,464.55,1701.68,0.090723078,19.12804878,30.42
21/5/2012,0,25.02,0.56,509.07,1423.28,0.105843591,19.14329268,30.71
22/5/2012,0,24.89,0.563732523,523.6,1344.7,0.066530257,19.20426829,30.98
23/5/2012,0,25.73,0.564000116,510.82,1449.6,0.037801282,19.43292683,31.2
24/5/2012,3.11,27.195,0.564000116,405.83,1930.89,0.021924744,19.67682927,31.31
25/5/2012,0,27.515,0.564000116,449.54,1917.16,0.015876539,19.8902439,31.6
26/5/2012,0,27.275,0.564000116,469.33,1804.57,0.009828333,19.44817073,31.82
27/5/2012,0,26.72,0.564000116,473.39,1741.7,0.005670192,19.03658537,31.98
28/5/2012,22.1,27.175,0.56410081,309.54,2326.91,0.317530772,18.70121951,32.14
29/5/2012,0,26.97,0.568,326.56,2617.94,1.081116677,18.53353659,32.27
30/5/2012,0,27.63,0.568,329.48,2703.24,2.071510276,18.09146341,32.41
31/5/2012,0,27.305,0.568,382.91,2398.2,1.731298735,17.75609756,32.53
1/6/2012,83.33,26.02,0.568,238,2620.41,1.141598729,17.51219512,32.62
2/6/2012,13.16,25.78,0.568,336.86,2472.57,2.101751302,17.26829268,32.76
3/6/2012,0,26.11,0.568,442.06,2297.18,3.749887216,17.07012195,32.82
4/6/2012,0,26.05,0.568,437.76,2302.83,3.628923112,16.85670732,32.765
5/6/2012,0,26.7,0.568,350.95,2655.48,2.404161562,16.67378049,32.71
6/6/2012,22.67,26.1,0.56810081,237.51,2657.6,1.65569617,16.53658537,32.61
7/6/2012,30.16,25.74,0.570458449,238.44,2609.75,1.345725654,16.32317073,32.38
8/6/2012,31.95,26.53,0.572000116,258.9,2669.94,1.761539761,16.23170732,32.19
9/6/2012,22.09,26.56,0.572000116,308.5,2501.22,4.899046201,16.23170732,32.05
10/6/2012,10.63,28.335,0.572000116,381.39,2747.54,11.41598729,16.39939024,31.91
11/6/2012,0,27.84,0.572000116,443.61,2589.45,11.34038472,16.55182927,31.63
12/6/2012,0,27.82,0.572000116,440.78,2597.98,8.165077002,16.90243902,31.55
13/6/2012,0,27.675,0.572000116,427.68,2618.98,4.906606458,17.19207317,31.49
14/6/2012,0,27.95,0.572000116,413.9,2704.03,3.273591057,17.4054878,31.37
15/6/2012,7.42,26.95,0.572000116,417.54,2420.93,2.464643614,17.61890244,31.33
16/6/2012,0,27.12,0.572000116,418.55,2565.5,1.942985916,18.04573171,31.43
17/6/2012,0,26.225,0.572000116,451.36,2333.95,1.459129501,18.16768293,31.64
18/6/2012,0,25.94,0.572000116,460.61,2290.67,1.11891796,18.25914634,31.87
19/6/2012,0,25.835,0.572000116,442.78,2315.57,0.861869239,18.44207317,32.07
20/6/2012,10.63,26.425,0.572000116,263.93,2659.44,0.642621801,18.50304878,32.25
21/6/2012,10.54,26.755,0.572000116,264.21,2720,0.521657697,18.35060976,32.39
22/6/2012,13.48,26.965,0.572000116,252.24,2799.37,0.468735902,18.0304878,32.35
23/6/2012,16.48,25.415,0.572000116,189.75,2745.06,0.514097441,17.67987805,32.16
24/6/2012,56.1,25,0.572000116,144.59,2800,1.345725654,17.375,32.03
25/6/2012,62.89,25.695,0.572000116,174.36,2846.71,5.957482109,17.10060976,31.86
26/6/2012,33.58,26.105,0.572000116,180.87,2914.45,12.32321807,16.88719512,31.51
27/6/2012,24.72,26.58,0.572000116,255.25,2796.42,14.96930784,16.94817073,31.35
28/6/2012,0,26.56,0.572000116,455.35,2499.76,12.77683346,17.23780488,31.19
29/6/2012,0,26.68,0.572000116,466.44,2472.07,9.223512909,17.43597561,30.86
30/6/2012,0,26.955,0.572000116,436.03,2608.08,6.252332112,17.69512195,30.53
1/7/2012,0,27.31,0.572000116,458.4,2578.4,4.052297475,18.22865854,30.38
2/7/2012,0,28.04,0.572000116,437.71,2746.34,2.835096181,18.22865854,30.51
3/7/2012,0,28.31,0.571732523,446.52,2756.28,2.101751302,18.71646341,30.6
4/7/2012,0,28.545,0.568911574,440.03,2814.15,1.572533348,19.2195122,30.7
5/7/2012,0,27.69,0.568,462.56,2614.95,1.239882063,19.72256098,30.78
6/7/2012,0,28.175,0.568,455.59,2696.52,1.058435908,19.95121951,30.75
7/7/2012,14.58,28.39,0.568,368.26,2706.4,1.028194882,19.75304878,30.58
8/7/2012,0,28.85,0.568,457.94,2759.52,0.824067957,19.61585366,30.39
9/7/2012,13.54,28.795,0.568,332.01,2813.66,0.619941032,19.46341463,30.43
10/7/2012,19.87,28.025,0.568,337.03,2678.96,0.491416671,19.34146341,30.66
11/7/2012,17.39,26.995,0.568,315.42,2631.35,0.68798334,19.38719512,30.75
12/7/2012,22.88,26.84,0.568,302.14,2661.95,1.09623719,19.64634146,30.6
13/7/2012,12.37,27.48,0.566458681,292.36,2793.71,1.731298735,19.93597561,30.56
14/7/2012,1.95,27.81,0.564000116,383.06,2781.11,2.086630789,19.875,30.55
15/7/2012,3.39,27.255,0.564000116,352.19,2720.26,2.305878227,19.52439024,30.44
16/7/2012,32.69,26.98,0.564000116,298.28,2713.76,2.19247438,19.38719512,30.37
17/7/2012,11.31,26.27,0.564000116,272.39,2698.31,2.260516688,19.61585366,30.19
18/7/2012,5.93,26.98,0.564000116,284.92,2773.51,2.562926948,19.67682927,30.05
19/7/2012,1.57,28.305,0.564000116,399.1,2910.16,2.532685922,19.69207317,29.88
20/7/2012,0,28.935,0.56091169,423.48,2967.57,2.245396175,19.8597561,29.66
21/7/2012,0.88,28.975,0.56,439.4,2871.66,1.814461556,19.96646341,29.72
22/7/2012,17.14,28.465,0.56,348.46,2720,1.564973092,20.24085366,29.66
23/7/2012,14.29,27.5,0.56,316.39,2720,2.101751302,20.45426829,29.75
24/7/2012,6.8,27.89,0.56,351.03,2764.01,2.918259003,20.71341463,29.8
25/7/2012,1.8,28.39,0.56,338.28,3012.21,2.608288487,21.04878049,29.8
26/7/2012,0,28.89,0.556000116,380.84,3039.95,2.252956432,20.95731707,29.79
27/7/2012,0,28.765,0.556000116,400.28,2944.39,1.965666686,21.04878049,29.77
28/7/2012,0,28.655,0.556000116,393.63,2953.98,1.481810271,20.91158537,29.65
29/7/2012,0,28.495,0.556000116,404.83,2877.98,1.081116677,20.83536585,29.5
30/7/2012,0,28.435,0.556000116,411.59,2851.74,0.801387187,20.83536585,29.4
31/7/2012,0,28.17,0.552,424.71,2775.1,0.635061545,20.85060976,29.16
1/8/2012,2.67,28.2,0.552,343.3,2881.1,0.55945898,20.88109756,28.42
2/8/2012,0,28.45,0.552,408.81,2869.05,0.53677821,21.06402439,27.79
3/8/2012,2.62,28.345,0.552,430.82,2760.93,0.476296158,21.29268293,27.5
4/8/2012,0.2,28.09,0.551732292,451.05,2669.75,0.43093462,21.44512195,27.35
5/8/2012,23.07,28.735,0.548,314.05,2874.88,0.378012824,21.81097561,27.25
6/8/2012,34.76,28.57,0.548,320.26,2828.24,0.491416671,22.93902439,27.21
7/8/2012,6.61,28.095,0.548,311.49,2799.72,1.640575657,23.89939024,26.89
8/8/2012,0,29.04,0.548,402.27,3011.34,2.351239766,24.34146341,26.69
9/8/2012,0,28.83,0.544,439.47,2826.75,2.426842331,24.57012195,26.42
10/8/2012,13.76,28.42,0.544,327.72,2776.15,2.21515515,24.72256098,26.11
11/8/2012,8.72,28.115,0.544,301.17,2839.51,1.738858991,24.78353659,25.81
12/8/2012,25.25,27.62,0.544,287.79,2816.06,1.595214118,25.27134146,25.37
13/8/2012,7.83,27.795,0.54,279.92,2872.36,1.867383351,25.57621951,25.44
14/8/2012,0,28.095,0.54,406.78,2820.37,1.920305147,25.98780488,25.3
15/8/2012,0.06,28.355,0.54,419.06,2814.25,1.753979504,26.46036585,25.3
16/8/2012,0.44,28.445,0.54,377.63,2938.61,1.6330154,26.91768293,25.22
17/8/2012,6.85,28.23,0.536000116,271.16,2984.3,1.542292323,27.58841463,25.18
18/8/2012,5.67,27.17,0.536000116,241.95,2886.46,1.345725654,27.48170732,24.94
19/8/2012,2.63,28.14,0.536000116,312.81,2946.32,1.088676934,27.69512195,24.59
20/8/2012,5.32,28.57,0.536000116,303.23,2892.45,0.907230778,27.69512195,24.7
21/8/2012,21.41,28.02,0.531999884,324,2726.54,0.861869239,27.81707317,24.92
22/8/2012,27.81,27.34,0.531999884,321.21,2639.74,1.481810271,27.87804878,25
23/8/2012,14.22,27.18,0.531999884,327.46,2586.67,4.778082097,28.24390244,24.86
24/8/2012,0,27.975,0.531732407,429.53,2713.06,8.089474437,28.77743902,24.78
25/8/2012,0,27.315,0.528000116,415.93,2660.32,6.789110322,28.6097561,24.51
26/8/2012,30.01,26.665,0.528000116,222.84,2857.24,4.66467825,28.27439024,24.26
27/8/2012,44.56,26.76,0.528000116,198.76,2967.94,5.564348772,28.15243902,24.03
28/8/2012,14.31,27.985,0.523999884,230.81,3079.5,8.240679567,28.36585366,23.78
29/8/2012,10.34,27.77,0.523999884,276.32,2870.88,7.711461613,28.48780488,23.595
30/8/2012,0,28.425,0.523999884,379.98,2964.17,5.776035953,28.89939024,23.41
31/8/2012,0.17,28.76,0.523999884,389.59,2991.23,4.195942348,29.2804878,22.95
1/9/2012,0,28.625,0.52,394.41,2939.28,3.092144902,29.63109756,22.8
2/9/2012,0,27.34,0.52,429.76,2627.67,2.313438484,30.01219512,22.58
3/9/2012,0,26.665,0.52,448.23,2467.07,1.723738478,30.01219512,22.42
4/9/2012,0,27.305,0.516,439.91,2577.32,1.262562833,30.57621951,22.84
5/9/2012,0,27.69,0.516,419.02,2700.88,0.975273086,31.27743902,23.13
6/9/2012,19.86,27.32,0.516,310.4,2661.88,1.013074369,31.50609756,23.11
7/9/2012,0,27.38,0.516,404.02,2697.82,0.831628213,31.84146341,23.1
8/9/2012,0,27.67,0.512000116,392.14,2774.05,0.672862827,32.08536585,23.15
9/9/2012,13.92,27.565,0.512000116,242.15,2963.11,0.619941032,31.44512195,23.25
10/9/2012,5.01,27.36,0.512000116,265.38,2836.65,0.68798334,31.00304878,23.09
11/9/2012,7.82,27.26,0.507999653,317.41,2787.72,0.824067957,31.03353659,22.97
12/9/2012,0,26.895,0.507999653,391.15,2662.77,0.725784622,31.04878049,22.79
13/9/2012,2.87,26.835,0.507999653,270.44,2760.86,0.876989752,30.97256098,22.01
14/9/2012,6.78,27.135,0.507999653,264.88,2800,1.179400011,30.82012195,21.33
15/9/2012,0,27.35,0.504000116,365.69,2797.22,1.232321807,31.06402439,20.75
16/9/2012,13.95,26.875,0.504000116,268.24,2746.85,1.330605141,31.24695122,20.28
17/9/2012,13.74,27.225,0.504000116,290.24,2712.39,3.250910288,31.52134146,20.73
18/9/2012,12.13,27.53,0.500000116,273.48,2810.6,5.518987233,32.71036585,21.16
19/9/2012,13.49,27.035,0.500000116,275.62,2731.59,6.72862827,33.74695122,21.33
20/9/2012,0,27.015,0.500000116,343.67,2791.69,5.337541077,34.63109756,21.26
21/9/2012,5.48,26.42,0.500000116,343.33,2642.69,3.69696542,35.34756098,21.18
22/9/2012,8.95,26.33,0.496,273.32,2640,3.893532089,34.66158537,21.16
23/9/2012,0.65,26.725,0.496,380.41,2620.44,4.248864144,34.00609756,21.2
24/9/2012,0,25.92,0.496,391.04,2498.18,4.377388504,33.74695122,21.35
25/9/2012,0,24.76,0.492000231,397.73,2310.06,3.666724394,33.85365854,21.6
26/9/2012,0.01,25.945,0.492000231,411.67,2403.16,2.706571821,33.97560976,21.51
27/9/2012,0,26.92,0.492000231,407.43,2536.96,2.162233354,34.00609756,20.97
28/9/2012,0,27.12,0.492000231,395.5,2599.19,1.65569617,33.94512195,19.99
29/9/2012,0,27.28,0.488,383.46,2654.67,1.217201294,33.71646341,18.92
30/9/2012,0,27.305,0.488,381.37,2657,0.922351291,33.33536585,18.01
1/10/2012,6.1,27.52,0.488,263.63,2779.12,0.733344879,33.47256098,17.45
2/10/2012,11.83,27.19,0.483999884,242.5,2813.17,0.627501288,34.29573171,17.68
3/10/2012,21.15,26.965,0.483999884,240.78,2788.76,0.672862827,35.78963415,18.04
4/10/2012,34.15,27.5,0.483999884,276.56,2720,0.68798334,37.42073171,18.55
5/10/2012,11.33,27.22,0.483999884,285.84,2630.76,1.428888475,38.80792683,18.99
6/10/2012,8.59,27.195,0.479999884,266.59,2711,2.086630789,39.66158537,19.12
7/10/2012,4.8,26.485,0.479999884,334.07,2569.39,1.867383351,39.31097561,19.07
8/10/2012,5.5,26.415,0.479999884,261.36,2612.5,2.094191046,38.76219512,18.76
9/10/2012,0,26.21,0.476000116,357.54,2544.68,2.018588481,37.9847561,18.08
10/10/2012,0,26.015,0.476000116,355.5,2513.76,1.723738478,37.31402439,18.29
11/10/2012,0,24.6,0.476000116,399.37,2178.14,1.421328219,37.11585366,18.3
12/10/2012,0,24.52,0.476000116,386.45,2206.89,1.156719242,37.19207317,18.1
13/10/2012,0,24.46,0.472000116,387.36,2179.64,0.96771283,37.66463415,18.36
14/10/2012,0,25.535,0.472000116,374.14,2328.69,0.808947444,38.70121951,18.69
15/10/2012,0,26.015,0.472000116,348.61,2482.3,0.733344879,38.38109756,18.95
16/10/2012,0,25.275,0.468267708,358.89,2328.63,0.733344879,38.36585366,19.14
17/10/2012,0,24.495,0.468,330.15,2313.81,0.642621801,38.67073171,19.1
18/10/2012,0,25.025,0.468,347.85,2318.11,0.574579493,38.27439024,19.03
19/10/2012,0,25.53,0.468,360.08,2333.68,0.521657697,37.77134146,18.95
20/10/2012,0,24.46,0.464,360.93,2200.26,0.461175645,37.375,19.09
21/10/2012,0,21.62,0.464,426.72,1618.84,0.415814107,37.08536585,19.33
22/10/2012,0,22.605,0.464,403.25,1789.66,0.378012824,37.14634146,19.45
23/10/2012,0,23.425,0.464,370.99,1994.89,0.340211542,37.25304878,19.49
24/10/2012,0,24.495,0.459999769,342.44,2216.11,0.309970516,37.375,19.56
25/10/2012,0,25.355,0.459999769,278.66,2512.98,0.272169233,37.16158537,19.505
26/10/2012,0,25.565,0.459999769,258.15,2603.51,0.25704872,36.79573171,19.45
27/10/2012,0,23.87,0.459999769,279.16,2309.65,0.234367951,36.61280488,19.07
28/10/2012,0,22.295,0.456,280.97,2106.61,0.211687182,36.55182927,18.47
29/10/2012,0,17.755,0.456,346.43,1466.47,0.196566669,36.44512195,17.98
30/10/2012,0,15.13,0.456,366.92,1223.14,0.181446156,36.44512195,17.67
31/10/2012,0,16.31,0.456,370.95,1296.41,0.166325643,36.61280488,17.64
1/11/2012,0,18.465,0.452000116,364.63,1466.13,0.158765386,37.19207317,17.83
2/11/2012,0,18.655,0.452000116,393.56,1384.97,0.15120513,38.10670732,17.93
3/11/2012,0,18.89,0.452000116,414.67,1302.6,0.143644873,38.85365854,17.77
4/11/2012,0,20.51,0.452000116,384.25,1539.7,0.12852436,39.32621951,17.58
5/11/2012,0,21.055,0.448267708,324.58,1780.58,0.120964104,39.37195122,17.37
6/11/2012,4.5,19.66,0.448,256.95,1651.38,0.136084617,39.08231707,17.03
7/11/2012,0,17.19,0.448,335.68,1381.64,0.196566669,38.92987805,16.97
8/11/2012,0,14.53,0.448,375.05,1084.54,0.196566669,39.17378049,16.09
9/11/2012,0,14.74,0.448,407.52,967.61,0.181446156,39.46341463,15.66
10/11/2012,0,17.21,0.443999884,390.37,1198.61,0.173885899,39.78353659,15.86
11/11/2012,0,19.475,0.443999884,371.02,1412.47,0.166325643,40.30182927,16.05
12/11/2012,0,21.435,0.443999884,339.74,1708.95,0.15120513,40.39329268,16.17
13/11/2012,0,22.04,0.443999884,301.82,1883.16,0.15120513,41.7347561,16.26
14/11/2012,0,21.32,0.443999884,296.52,1799.91,0.12852436,42.3902439,16.11
15/11/2012,0,20.515,0.44,231.51,1893.46,0.136084617,42.08536585,15.78
16/11/2012,0,18.46,0.44,233.04,1668.34,0.136084617,41.79573171,15.84
17/11/2012,0,19.27,0.44,297.92,1600,0.12852436,41.61280488,15.75
18/11/2012,0,20.115,0.44,285.9,1725.23,0.120964104,41.47560976,15.27
19/11/2012,0,16.01,0.44,333.33,1233.43,0.120964104,41.70426829,14.43
20/11/2012,0,17.405,0.43908831,263.72,1488.5,0.120964104,42.20731707,13.82
21/11/2012,0,17.345,0.435999653,330.37,1339.91,0.113403847,42.11585366,13.64
22/11/2012,0,15.57,0.435999653,366.2,1092.71,0.113403847,42.25304878,13.59
23/11/2012,0,14.1,0.435999653,385.04,920,0.113403847,42.9847561,13.59
24/11/2012,0,15.33,0.435999653,375.34,1003.29,0.113403847,44.2652439,13.51
25/11/2012,0,13.91,0.435999653,383.2,882.64,0.105843591,45.19512195,13.22
26/11/2012,0,15.435,0.435999653,384.92,921.01,0.105843591,45.4695122,12.54
27/11/2012,0,19.18,0.433541319,341.51,1351.82,0.105843591,45.54573171,12.47
28/11/2012,0,19.17,0.432000231,300.02,1470.83,0.090723078,45.54573171,12.34
29/11/2012,0,18.65,0.432000231,322.13,1363.61,0.083162821,45.66768293,12.15
30/11/2012,0,19.525,0.432000231,307.21,1465.04,0.075602565,46.1097561,11.73
1/12/2012,0,18.995,0.432000231,326.9,1359.26,0.071822437,47.14634146,11.42
2/12/2012,0,20.735,0.432000231,289.63,1638.43,0.070310385,47.25304878,11.19
3/12/2012,0,21.5,0.432000231,277.83,1760,0.070310385,47.45121951,10.77
4/12/2012,0,20.065,0.432000231,311.25,1491.47,0.068798334,47.74085366,10.81
5/12/2012,0,19.515,0.432000231,299.33,1472.81,0.066530257,48.38109756,11.15
6/12/2012,0,20.83,0.431088426,266.51,1728.69,0.065018206,48.85365854,11.13
7/12/2012,0,21.035,0.428267708,272.37,1728.31,0.063506154,49.20426829,10.99
8/12/2012,0,21.745,0.428,264.89,1796.48,0.061994103,49.8445122,10.51
9/12/2012,0,22.2,0.428,262.05,1880,0.061238078,49.78353659,10.37
10/12/2012,2,22.43,0.428,255.9,1862.62,0.059726026,49.2652439,10.12
11/12/2012,12.72,23.195,0.428,151.55,2208.42,0.065018206,49.29573171,9.97
12/12/2012,7.93,23,0.428,148.87,2200.52,0.067286283,49.50914634,10.11
13/12/2012,0,20.45,0.428,217.92,1832.36,0.067286283,50.24085366,9.94
14/12/2012,0,17.74,0.428,244.75,1479.88,0.067286283,50.45426829,9.45
15/12/2012,0,19.26,0.428,276.86,1558.25,0.071066411,50.83536585,8.76
16/12/2012,0,20.205,0.428,297.54,1566.53,0.074846539,51.06402439,8.43
17/12/2012,0,20.905,0.428,279.47,1688.07,0.075602565,50.85060976,8.71
18/12/2012,0,21.535,0.428,262.62,1791.41,0.075602565,51.1097561,9.21
19/12/2012,0,17.335,0.428,355.09,1086.51,0.075602565,51.85670732,9.66
20/12/2012,0.62,18.44,0.428,341.79,1192.08,0.075602565,52.90853659,10.19
21/12/2012,3.65,17.525,0.428,239.75,1240,0.083162821,53.41158537,10.45
22/12/2012,0,10.72,0.428,327,788.56,0.071066411,52.9847561,10.34
23/12/2012,0,10.34,0.428,368.19,643.88,0.066530257,52.22256098,9.86
24/12/2012,0,13.99,0.428,323.71,970.36,0.063506154,51.53658537,9.31
25/12/2012,0,16.98,0.428,306.94,1246.85,0.063506154,50.72865854,8.99
26/12/2012,5.02,19.49,0.428,219.62,1486.25,0.068798334,50.33231707,9.33
27/12/2012,0,14.315,0.428,348.17,923.9,0.090723078,50.5,9.57
28/12/2012,5.15,13.49,0.428,323.77,864.92,0.090723078,51.23170732,9.43
29/12/2012,9.14,17.175,0.428,220.92,1302.46,0.158765386,52.07012195,9.27
30/12/2012,0,12.325,0.428,344.68,824.68,0.158765386,52.55792683,9.73
31/12/2012,4.57,14.75,0.428,282.8,1063.57,0.15120513,52.03963415,9.57
1/1/2013,0,17.025,0.428,349.55,760.11,0.15120513,51.67378049,9.47
2/1/2013,0,18.96,0.428,329.2,934.86,0.15120513,51.88719512,9.27
3/1/2013,0.7,20.155,0.429541667,293.92,1118.01,0.15120513,52.13109756,9.06
4/1/2013,2.21,18.725,0.431899421,230.19,1362.92,0.158765386,51.42987805,8.85
5/1/2013,0,18.59,0.432000231,261.13,1261.38,0.15120513,51.67378049,8.55
6/1/2013,0,21.2,0.432000231,276.84,1174.7,0.15120513,51.82621951,8.38
7/1/2013,0,20.385,0.432000231,221.03,1421.69,0.143644873,52.13109756,8.29
8/1/2013,0,21.055,0.432000231,269.94,1204.94,0.136084617,52.13109756,8
9/1/2013,0,24.06,0.432000231,264.97,1435.68,0.12852436,52.77134146,8.07
10/1/2013,0,23.75,0.432000231,265.31,1411.62,0.12852436,53.22865854,8.05
11/1/2013,0,22.415,0.432000231,301.99,1121.71,0.120964104,53.48780488,7.84
12/1/2013,0,22.54,0.432000231,300.26,1138.87,0.120964104,53.625,7.73
13/1/2013,0,22.295,0.435898958,290.53,1175.3,0.120964104,54.06707317,7.77
14/1/2013,0,21.49,0.435999653,322.77,971.95,0.120964104,53.96036585,7.77
15/1/2013,0,20.78,0.435999653,343.33,847.8,0.120964104,53.99085366,8.28
16/1/2013,0,21.46,0.435999653,326.72,956.99,0.113403847,54.31097561,8.79
17/1/2013,0,20.005,0.435999653,323.74,901.34,0.105843591,54.47865854,9.28
18/1/2013,0.88,13.26,0.435999653,391.19,442.41,0.090723078,54.41768293,9.63
19/1/2013,0,16.195,0.436267361,326.5,750.82,0.090723078,54.41768293,9.89
20/1/2013,0,19.17,0.44,254.35,1196.96,0.083162821,53.6402439,10.12
21/1/2013,0,19.36,0.44,246.08,1221.8,0.090723078,52.86280488,10.13
22/1/2013,0,16.16,0.44,303.09,757.45,0.090723078,52.11585366,10.31
23/1/2013,0,14.055,0.44,374.41,472.49,0.083162821,51.58231707,10.53
24/1/2013,0,13.275,0.44,415.28,351.74,0.075602565,51.18597561,10.72
25/1/2013,0,15.12,0.441541088,411.92,399.56,0.073334488,50.83536585,10.8
26/1/2013,0,15.6,0.443999884,409.93,420.4,0.070310385,50.82012195,10.8
27/1/2013,0,16.81,0.443999884,407.75,458.21,0.068042308,50.54573171,10.68
28/1/2013,0,20.23,0.443999884,373.3,669.48,0.06426218,50.21036585,10.51
29/1/2013,0,21.35,0.443999884,366.03,733.11,0.063506154,49.92073171,10.25
30/1/2013,0,22.255,0.445541551,342.96,856.68,0.058213975,49.79878049,9.89
31/1/2013,0.63,18.02,0.448,344.4,667.26,0.050653718,49.79878049,9.77
