date,prcp(mm/day),tmean(C),dayl(day),srad(W/m2),vp(Pa),flow(mm),GW(mm),GW(feet)
18/1/1993,0,15.395,0.435999884,375.44,1104.79,1.149848891,7.774390244,25.38
19/1/1993,0,18.02,0.435999884,356.99,1363.19,1.042050558,7.835365854,25.35
20/1/1993,0,20,0.438650231,305.92,1720.13,0.898319446,7.896341463,25.33
21/1/1993,0,21.265,0.440000116,276.5,1910.97,0.790521113,7.942073171,25.3
22/1/1993,0,20.875,0.440000116,321.31,1756.99,0.700689168,7.972560976,25.28
23/1/1993,0,20.5,0.440000116,343.03,1640,0.628823612,7.804878049,25.59
24/1/1993,0,21.2,0.440000116,320.15,1791.07,0.574924446,7.484756098,25.9
25/1/1993,14.83,20.245,0.440000116,190.4,1880,0.574924446,7.484756098,25.71
26/1/1993,37.74,17.505,0.443999884,183.38,1604.53,1.060016947,7.576219512,25.33
27/1/1993,19.16,13.075,0.443999884,268.09,1039.88,2.461395283,7.682926829,25.3
28/1/1993,0,13.405,0.443999884,375.69,1025.03,3.35971473,7.743902439,25.3
29/1/1993,0,15.915,0.443999884,384.71,1186.6,3.198017229,7.743902439,25.34
30/1/1993,0,18.25,0.443999884,338,1480,2.623092784,7.865853659,25.32
31/1/1993,0,17.49,0.448,365.72,1358.79,2.048168338,7.987804878,25.72
1/2/1993,0,15.495,0.448,407.45,1079.55,1.616975004,8.048780488,25.74
2/2/1993,0,14.95,0.448,386.95,1112.27,1.293580003,8.079268293,25.69
3/2/1993,0,15.39,0.448,354.77,1222.12,1.060016947,8.06402439,25.63
4/2/1993,0,16.265,0.450650116,369.8,1251.64,0.952218613,7.972560976,25.58
5/2/1993,0,17.25,0.452,340.78,1392.82,0.826453891,7.454268293,25.52
6/2/1993,0,18.1,0.452,359.86,1416.34,0.754588335,6.25,25.48
7/2/1993,2,19.505,0.452,321.34,1641.76,0.718655557,6.25,25.46
8/2/1993,0,17.195,0.452,326.31,1421.08,0.66475639,6.387195122,25.42
9/2/1993,0,14.585,0.455999884,401.8,1061.05,0.628823612,6.524390244,25.41
10/2/1993,0.18,16.665,0.455999884,357.02,1321.81,0.592890835,6.646341463,25.39
11/2/1993,0,19.75,0.455999884,353.83,1600,0.556958057,6.798780488,25.37
12/2/1993,11.54,20.505,0.455999884,271.41,1641.24,0.646790001,6.890243902,25.36
13/2/1993,0,17.02,0.459999884,405.52,1240,0.646790001,6.981707317,25.33
14/2/1993,0,14.515,0.459999884,411.6,1042.4,0.610857224,7.103658537,25.31
15/2/1993,0,14.835,0.459999884,437.63,982.56,0.574924446,7.195121951,25.28
16/2/1993,0,19,0.459999884,386.05,1440.03,0.521025279,7.256097561,25.25
17/2/1993,0,20.375,0.463999884,353.66,1674.27,0.50305889,7.347560976,25.22
18/2/1993,7.87,17.92,0.463999884,282.23,1397.86,0.592890835,7.423780488,25.2
19/2/1993,0,11.675,0.463999884,456.31,798.79,0.556958057,7.469512195,25.18
20/2/1993,0,13.675,0.464814352,424.89,966.08,0.521025279,7.515243902,25.15
21/2/1993,0,17.52,0.468,448.43,1162.99,0.485092501,7.56097561,25.58
22/2/1993,0,20.835,0.468,335.33,1765.48,0.467126112,7.56097561,25.59
23/2/1993,21.38,18.145,0.468,276.28,1428.8,0.700689168,7.652439024,25.46
24/2/1993,0,14.79,0.472,405.72,1104.22,0.772554724,7.682926829,25.43
25/2/1993,0,15.085,0.472,425.54,1075,0.826453891,7.408536585,25.4
26/2/1993,0,17.465,0.472,315.24,1464.09,0.84442028,7.43902439,25.71
27/2/1993,15.46,15.51,0.472,259.44,1273.88,0.988151391,7.56097561,26.64
28/2/1993,0,13.175,0.476,410,987.95,1.060016947,7.667682927,27.14
1/3/1993,0,13.86,0.476,433.44,989.93,1.00611778,7.743902439,27.21
2/3/1993,0,14.6,0.476,458.58,975.86,0.862386669,7.774390244,27.26
3/3/1993,0,19.455,0.478650116,420.48,1434.45,0.772554724,7.820121951,27.26
4/3/1993,11.3,20.04,0.48,299.2,1568.46,0.736621946,7.835365854,27.03
5/3/1993,0,18.48,0.48,407.16,1401.76,0.628823612,7.881097561,26.85
6/3/1993,0,16.315,0.48,439.2,1174.7,0.682722779,7.911585366,27.39
7/3/1993,0,17.615,0.483999884,395.34,1364.14,0.628823612,7.942073171,27.4
8/3/1993,0,17.77,0.483999884,420.46,1327.34,0.538991668,7.957317073,27.29
9/3/1993,0,18.5,0.483999884,412.08,1400,0.467126112,7.987804878,27.13
10/3/1993,0,17.995,0.487921644,476.68,1198.88,0.413226945,8.018292683,27
11/3/1993,0,18.525,0.488000116,473.83,1244.33,0.377294167,8.048780488,26.82
12/3/1993,0,19.15,0.488000116,439.32,1384,0.323395001,8.094512195,26.61
13/3/1993,45.56,17.965,0.488000116,319.5,1328.61,1.239680836,8.140243902,26.38
14/3/1993,0,8.86,0.491999537,430.58,720.33,1.994269171,8.170731707,26.14
15/3/1993,0,8.25,0.491999537,449.56,679.93,2.497328061,8.170731707,25.92
16/3/1993,0,14.1,0.491999537,377.81,1136.35,2.569193617,8.170731707,25.89
17/3/1993,9.83,19.725,0.495999884,198.37,1812.06,2.155966671,8.201219512,25.78
18/3/1993,26.28,19.7,0.495999884,184.86,1861.84,2.17393306,7.957317073,25.94
19/3/1993,19.93,18.395,0.495999884,168.52,1758.53,2.802756673,7.881097561,26.39
20/3/1993,2.09,19.005,0.495999884,211.03,1801.81,3.287849174,7.850609756,26.31
21/3/1993,53.74,18.76,0.5,192.65,1763.81,5.767210846,7.926829268,26.2
22/3/1993,24.87,20,0.5,208.77,1880,10.5462703,7.942073171,27.03
23/3/1993,3.39,21.495,0.5,239.14,2073.72,10.24084169,7.698170732,27.03
24/3/1993,2.39,22,0.504000116,332.99,2000,8.282505296,7.637195122,26.87
25/3/1993,13.13,21.9,0.504000116,245.11,2048.43,7.599782517,7.637195122,26.51
26/3/1993,11.44,22,0.504000116,267.93,2000,8.965228075,7.362804878,26.36
27/3/1993,0,22.25,0.504000116,427.7,1880,10.97746364,6.173780488,26.3
28/3/1993,0,20.1,0.508000116,485.86,1496.54,9.989312244,6.204268293,26.4
29/3/1993,0,19.41,0.508000116,505.58,1385.92,8.030975851,6.295731707,26.71
30/3/1993,0,20.435,0.508000116,485.83,1539.47,6.072639458,6.448170732,26.74
31/3/1993,0,23.25,0.512,444.58,1920,4.653294732,6.570121951,26.55
1/4/1993,17.89,23.65,0.512,314.4,2080,4.240067787,6.676829268,26.75
2/4/1993,0,21.42,0.512,462.02,1728.29,4.509563621,6.12804878,26.75
3/4/1993,0,17.705,0.512078472,537.92,1196.53,4.150235842,5.975609756,26.39
4/4/1993,0,20.775,0.516,413.82,1763.67,3.377681118,6.067073171,26.39
5/4/1993,15.53,22.25,0.516,345.08,1800,2.946487784,6.25,26.29
6/4/1993,0,20,0.516,479.64,1560.81,2.641059172,6.417682927,26.09
7/4/1993,0,18.07,0.520000116,486.74,1370.86,2.461395283,6.539634146,26.12
8/4/1993,0,19.42,0.520000116,458.66,1564,2.227832227,6.646341463,26.26
9/4/1993,0,21.055,0.520000116,415.44,1799.29,1.922403615,6.768292683,26.14
10/4/1993,0,19.505,0.521349884,474.38,1560.75,1.652907781,6.859756098,25.82
11/4/1993,0,17.87,0.524,540.32,1258.94,1.383411947,6.951219512,25.68
12/4/1993,0,18.255,0.524,553.58,1240,1.203748058,6.12804878,25.66
13/4/1993,0,20,0.524,540.55,1400,1.024084169,5.625,25.59
14/4/1993,0,20.855,0.528,532.66,1480,0.898319446,5.289634146,25.53
15/4/1993,0,23.35,0.528,438.85,2031.03,0.754588335,5.411585366,25.41
16/4/1993,20.66,23,0.528,323.02,2000,0.84442028,5.472560976,25.27
17/4/1993,0,18.795,0.528,492.63,1422.92,0.84442028,5.594512195,25.34
18/4/1993,0,18.04,0.532000116,509.32,1326.38,0.790521113,5.716463415,25.365
19/4/1993,0,18.815,0.532000116,498.18,1396.89,0.700689168,5.807926829,25.39
20/4/1993,0,19.39,0.532000116,480.81,1464.32,0.646790001,5.807926829,25.22
21/4/1993,0,21.5,0.535185532,465.8,1720.05,0.592890835,5.945121951,25.18
22/4/1993,0,19.04,0.535999884,491.84,1405.5,0.556958057,6.051829268,25.18
23/4/1993,0,15.245,0.535999884,530.43,1039.02,0.50305889,6.12804878,25.21
24/4/1993,0,18.47,0.535999884,508.82,1315.02,0.449159723,6.18902439,25.27
25/4/1993,0,21.725,0.54,391.06,1868.56,0.413226945,6.219512195,25.29
26/4/1993,0,22.5,0.54,425.51,1880,0.395260556,6.265243902,25.22
27/4/1993,0,23.005,0.54,398.97,2000.87,0.359327779,6.341463415,25.21
28/4/1993,0,21.91,0.54,385.05,1904.91,0.305428612,6.448170732,25.23
29/4/1993,0,21.01,0.544000116,376.86,1824.64,0.251529445,6.417682927,25.31
30/4/1993,0,20.21,0.544000116,446.64,1614.6,0.215596667,6.478658537,25.4
1/5/1993,0,21.32,0.544000116,427.01,1766.86,0.176070611,5.823170732,25.67
2/5/1993,0,22.805,0.544000116,369.47,2077.73,0.147324389,6.006097561,25.67
3/5/1993,0,23.5,0.547999884,318.76,2278.89,0.138341195,6.158536585,25.51
4/5/1993,0,23.75,0.547999884,368.9,2200,0.14552775,6.326219512,25.34
5/5/1993,0,24.625,0.547999884,416.46,2200,0.138341195,6.448170732,25.39
6/5/1993,0,24.03,0.547999884,415.93,2120,0.127561361,5.655487805,25.31
7/5/1993,0,23.505,0.549349769,444.49,1998.07,0.106001695,5.655487805,25.27
8/5/1993,0,24.195,0.552,396.16,2206.55,0.089831945,5.884146341,25.25
9/5/1993,0,24.38,0.552,378.93,2280,0.084442028,5.990853659,25.18
10/5/1993,0,23.85,0.552,401.87,2144.53,0.062882361,6.097560976,25.16
11/5/1993,0,23.26,0.552,410.43,2081.9,0.044915972,5.548780488,25.05
12/5/1993,0,23.25,0.556,442.38,2000,0.034136139,5.548780488,24.96
13/5/1993,0,24.25,0.556,440.63,2120,0.028746222,5.823170732,24.96
14/5/1993,0,24.215,0.556,441.87,2120,0.030542861,5.990853659,25.03
15/5/1993,0,22.77,0.556,496.35,1798.46,0.021559667,5.411585366,25.1
16/5/1993,0,23.35,0.556,494.27,1880,0.014912103,5.487804878,25
17/5/1993,0,24.145,0.56,487.27,1977.45,0.011139161,5.670731707,24.98
18/5/1993,0,25.245,0.56,459.25,2200,0.00970185,5.823170732,24.89
19/5/1993,6,25.115,0.56,364.98,2098.3,0.010600169,5.960365854,24.88
20/5/1993,0,24.985,0.56,455.93,2177.7,0.021559667,6.051829268,24.8
21/5/1993,0,23.93,0.56,476.58,1995.09,0.021559667,5.838414634,24.82
22/5/1993,0,22.43,0.561349769,503.88,1759,0.017966389,6.036585366,24.83
23/5/1993,0,23.65,0.563999884,426.22,2104.68,0.015630758,6.204268293,24.76
24/5/1993,0,24.565,0.563999884,401.92,2290.12,0.014912103,6.326219512,24.76
25/5/1993,0,24.39,0.563999884,433.87,2183.99,0.011318825,6.432926829,24.72
26/5/1993,0,24.54,0.563999884,432.66,2212.23,0.007725547,6.539634146,24.71
27/5/1993,0,24.895,0.563999884,391.08,2340.58,0.005749244,6.631097561,24.75
28/5/1993,5,25.01,0.563999884,255.87,2480,0.015451094,6.737804878,24.8
29/5/1993,9.74,25.25,0.567185417,213.49,2640,0.044915972,6.829268293,24.83
30/5/1993,38.43,24.76,0.568,247.23,2480,0.485092501,5.350609756,24.75
31/5/1993,6.8,25.495,0.568,259.44,2560,1.581042226,5.56402439,24.72
1/6/1993,1.35,25.715,0.568,336.48,2578.18,2.730891117,5.731707317,24.75
2/6/1993,0,26.565,0.568,435.58,2480,2.910555006,5.868902439,24.76
3/6/1993,0,26.5,0.568,454.93,2400,2.425462505,5.365853659,24.79
4/6/1993,0,26.465,0.568,442.16,2438.38,1.706806948,4.756097561,24.84
5/6/1993,0.95,27.445,0.568,438.95,2544.74,1.455277503,4.740853659,25.11
6/6/1993,0,27.355,0.568078356,455.19,2513.84,1.203748058,4.862804878,25.25
7/6/1993,0,27.57,0.571185532,449.46,2560,0.952218613,3.917682927,25.15
8/6/1993,0,27.455,0.572,443.2,2560,0.754588335,3.963414634,25.08
9/6/1993,0,27.65,0.572,426.86,2640,0.592890835,4.100609756,25.05
10/6/1993,0,27.5,0.572,419.24,2640,0.485092501,4.359756098,24.97
11/6/1993,0,27.285,0.572,427.36,2585.23,0.413226945,4.009146341,24.89
12/6/1993,0,26.925,0.572,440.05,2495.04,0.34136139,3.87195122,24.84
13/6/1993,0,27.28,0.572,435.08,2560,0.269495834,3.993902439,24.79
14/6/1993,0,27.365,0.572,414.99,2640,0.233563056,4.375,24.79
15/6/1993,2.07,26.855,0.572,381.12,2564.93,0.215596667,4.725609756,24.79
16/6/1993,0,27,0.572,401.58,2640,0.174273973,4.954268293,24.79
17/6/1993,0,27.45,0.572,367.79,2800,0.129358,5.137195122,24.79
18/6/1993,0,26.98,0.572,378.57,2713.35,0.104205056,4.176829268,24.8
19/6/1993,0,27.22,0.572,372.79,2767.97,0.086238667,4.466463415,24.81
20/6/1993,10.32,26.755,0.572,328.87,2603.25,0.073662195,4.832317073,24.85
21/6/1993,7.95,26.59,0.572,398.02,2306.75,0.062882361,5.06097561,24.9
22/6/1993,0,26.75,0.572,465.98,2185.13,0.057492445,4.375,25.28
23/6/1993,0,26.5,0.572,453.63,2201.03,0.037729417,4.375,25.28
24/6/1993,17.86,26.185,0.572,308.97,2500.39,0.035932778,4.817073171,25.12
25/6/1993,3.64,26.42,0.572,338.73,2414.57,0.061085722,5.091463415,24.95
26/6/1993,4.16,27.25,0.572,327.31,2596.77,0.215596667,5.274390244,24.88
27/6/1993,7.77,27,0.572,347.24,2425.08,0.610857224,5.411585366,24.83
28/6/1993,6.61,27,0.572,325.64,2556.43,0.682722779,5.50304878,25.76
29/6/1993,12.31,27.25,0.572,331.67,2558.91,0.700689168,5.640243902,25.8
30/6/1993,18.14,26.51,0.572,304.46,2560,0.521025279,5.74695122,25.44
1/7/1993,4.31,26.51,0.572,322.78,2483.69,0.413226945,5.884146341,25.58
2/7/1993,10.67,26.745,0.572,331.8,2478,0.359327779,5.960365854,25.59
3/7/1993,5.12,26.77,0.572,421.03,2436.41,0.34136139,5.243902439,25.49
4/7/1993,0,27.75,0.572,411.64,2704.74,0.269495834,4.93902439,25.93
5/7/1993,0,27.735,0.572,440.98,2520.6,0.251529445,5.335365854,25.93
6/7/1993,0,27.905,0.569349653,432.98,2583.7,0.215596667,5.56402439,26.53
7/7/1993,0,28,0.568,428.18,2619.85,0.197630278,5.731707317,26.55
8/7/1993,6.23,27.125,0.568,327.75,2560,0.170680695,5.884146341,26.51
9/7/1993,0,27.07,0.568,437.44,2484.2,0.152714306,5.990853659,26.4
10/7/1993,0,27.75,0.568,442.34,2543.25,0.140137834,6.097560976,26.23
11/7/1993,0,28,0.568,452.6,2524.58,0.118578167,6.234756098,25.98
12/7/1993,0,27.595,0.568,450.35,2486.76,0.118578167,6.326219512,25.82
13/7/1993,0,27.51,0.568,431.54,2568.04,0.141934473,6.417682927,26.105
14/7/1993,0,27.745,0.568,414.46,2677.84,0.179663889,6.478658537,26.39
15/7/1993,8.17,26.865,0.565349769,309.55,2595.76,0.377294167,6.570121951,26.39
16/7/1993,0,27.25,0.563999884,446.45,2418.2,1.00611778,6.646341463,26
17/7/1993,0,28.43,0.563999884,445.89,2559.76,1.221714447,6.768292683,25.74
18/7/1993,0,28.505,0.563999884,446.5,2560.06,1.077983336,6.875,25.55
19/7/1993,0,29,0.563999884,441.28,2645.88,0.826453891,6.99695122,25.43
20/7/1993,0,29.25,0.563999884,425.35,2758.97,0.610857224,7.073170732,26.22
21/7/1993,0,29,0.563999884,439.14,2651.45,0.50305889,7.134146341,26.19
22/7/1993,9.05,29.115,0.56,328.24,2798.44,0.538991668,7.164634146,25.91
23/7/1993,7.52,28.78,0.56,317.61,2800,0.898319446,7.256097561,25.72
24/7/1993,6.4,28.245,0.56,321.42,2718.04,1.257647225,7.362804878,25.6
25/7/1993,0.8,28.57,0.56,400.5,2795.9,1.527143059,7.43902439,27.91
26/7/1993,0,28.75,0.56,420.78,2784.89,1.616975004,7.5,27.97
27/7/1993,0,28.785,0.55735,396.58,2879.58,1.563075837,7.545731707,27.97
28/7/1993,8.21,28.5,0.556,325.95,2719.52,1.221714447,7.667682927,27.66
29/7/1993,0,28.5,0.556,433.75,2705.97,1.042050558,7.743902439,27.56
30/7/1993,0,28.88,0.556,432.82,2753.86,1.095949725,7.804878049,27.43
31/7/1993,12.07,28.705,0.556,315.42,2784.82,1.437311114,7.881097561,27.34
1/8/1993,2.92,28.5,0.553349653,348.24,2800,2.155966671,7.957317073,27.22
2/8/1993,0,28.25,0.552,421.25,2720,3.054286118,8.06402439,27.29
3/8/1993,0,28.33,0.552,398.48,2800,2.874622229,8.170731707,27.33
4/8/1993,0,28.555,0.552,408.51,2800,2.335630561,8.231707317,27.3
5/8/1993,0,28.975,0.552,401.87,2880,1.976302782,8.307926829,27.07
6/8/1993,0,28.49,0.547999884,430.22,2717.52,1.796638893,8.262195122,26.86
7/8/1993,0,28.205,0.547999884,440.8,2636.33,1.311546392,8.24695122,26.73
8/8/1993,0,28.26,0.547999884,419.43,2720,0.970185002,8.384146341,26.68
9/8/1993,0,28.75,0.547999884,389.94,2880,0.736621946,8.521341463,26.58
10/8/1993,16.32,28.205,0.544000116,292.86,2800,0.538991668,8.582317073,26.45
11/8/1993,26.83,27.25,0.544000116,319.86,2560,0.449159723,8.643292683,26.36
12/8/1993,0,27.265,0.544000116,424.68,2565.38,0.431193334,8.643292683,26.19
13/8/1993,0,27.5,0.544000116,434.24,2560,0.449159723,8.719512195,26.03
14/8/1993,1.01,28.01,0.540078472,394.14,2640,0.395260556,8.780487805,25.9
15/8/1993,2.57,27.98,0.54,347.25,2720,0.34136139,8.856707317,25.76
16/8/1993,12.21,27.655,0.54,297.78,2720.63,0.323395001,8.765243902,25.57
17/8/1993,3.12,27,0.54,411.81,2480,0.359327779,8.216463415,25.46
18/8/1993,0,27.25,0.535999884,444.8,2480,0.359327779,7.286585366,25.43
19/8/1993,0,28.5,0.535999884,424.8,2720,0.359327779,7.271341463,25.48
20/8/1993,0,29,0.535999884,419.63,2800,0.323395001,7.332317073,25.63
21/8/1993,0,29.105,0.535999884,423.79,2798.28,0.269495834,7.515243902,26.88
22/8/1993,4,28.75,0.532000116,323.2,2720,0.233563056,7.652439024,26.84
23/8/1993,7.15,28.285,0.532000116,306.2,2731.7,0.215596667,7.271341463,26.68
24/8/1993,8.62,27.705,0.532000116,307.44,2645.45,0.215596667,7.195121951,26.45
25/8/1993,9.67,27.125,0.532000116,289.99,2638.39,0.269495834,7.225609756,26.3
26/8/1993,11.51,26.75,0.528,294.4,2560,0.377294167,7.454268293,26.2
27/8/1993,6.31,26.77,0.528,341.07,2555.92,0.467126112,7.652439024,26.11
28/8/1993,12.56,26.33,0.528,279.95,2560,0.538991668,7.820121951,26.03
29/8/1993,12.38,26.22,0.524078472,279.55,2551.2,0.754588335,7.987804878,25.96
30/8/1993,35.03,26.11,0.524,285.36,2514.66,0.934252224,8.140243902,26.42
31/8/1993,11.02,26.5,0.524,288,2560,1.401378336,8.277439024,26.22
1/9/1993,0,27.14,0.524,380.14,2661.76,2.227832227,8.384146341,25.94
2/9/1993,0,27.5,0.520000116,403.18,2640,2.335630561,8.475609756,25.82
3/9/1993,4.08,27.25,0.520000116,272.28,2720.68,2.191899449,8.551829268,25.68
4/9/1993,0,27.75,0.520000116,412.8,2640,1.796638893,8.658536585,25.62
5/9/1993,0,28,0.517349884,399.4,2720,1.455277503,8.75,25.57
6/9/1993,2.32,27.5,0.516,391.07,2640,1.185781669,8.856707317,25.47
7/9/1993,25.92,27.345,0.516,295.24,2640,1.383411947,8.948170732,25.45
8/9/1993,9.79,27.25,0.516,291.22,2640,1.994269171,9.039634146,25.88
9/9/1993,4.58,27.75,0.512,307.49,2640,1.760706115,9.100609756,25.85
10/9/1993,3.75,27.77,0.512,304.7,2647.15,1.455277503,9.131097561,25.75
11/9/1993,22,27.255,0.512,307.28,2560.36,1.257647225,9.161585366,25.67
12/9/1993,9.4,26.505,0.508000116,316.76,2401.02,1.34747917,9.207317073,25.63
13/9/1993,0,27.5,0.508000116,368.95,2720,1.455277503,9.161585366,25.49
14/9/1993,7.68,26.745,0.508000116,250.81,2705.98,1.257647225,9.161585366,25.39
15/9/1993,7.49,26.73,0.508000116,247.79,2712.85,1.060016947,9.131097561,25.29
16/9/1993,6.78,27.245,0.504000116,246.54,2799.16,0.916285835,9.161585366,25.32
17/9/1993,2.58,27.75,0.504000116,280.08,2880,0.790521113,9.222560976,25.34
18/9/1993,0,27.75,0.504000116,358.06,2800,0.700689168,9.146341463,25.37
19/9/1993,0,27.5,0.5,371.57,2720,0.66475639,9.085365854,25.38
20/9/1993,0,27.5,0.5,371.8,2720,0.610857224,9.192073171,25.26
21/9/1993,14.76,27.73,0.5,269.5,2794.2,0.556958057,9.207317073,25.22
22/9/1993,0,27,0.5,399.65,2560,0.449159723,9.31402439,25.15
23/9/1993,0,27.09,0.495999884,400.24,2560.6,0.377294167,9.298780488,25.14
24/9/1993,0,26.5,0.495999884,419.01,2400.26,0.305428612,9.375,25.16
25/9/1993,3.91,26.75,0.495999884,369.5,2480,0.251529445,9.451219512,25.17
26/9/1993,33.05,26.755,0.491999537,292.51,2560,0.233563056,9.481707317,25.12
27/9/1993,20.82,27,0.491999537,291.2,2560,0.34136139,9.527439024,25.12
28/9/1993,16.17,26.75,0.491999537,297.62,2480,0.682722779,9.603658537,25.12
29/9/1993,28.32,26.265,0.491999537,280.96,2485.53,1.077983336,9.695121951,25.06
30/9/1993,0,24.855,0.488000116,361.56,2321.18,1.077983336,9.771341463,25.05
1/10/1993,0,23.5,0.488000116,418.88,2000.43,1.00611778,9.786585366,25.05
2/10/1993,0,25,0.488000116,364.81,2320,0.862386669,9.832317073,25.04
3/10/1993,0,25.31,0.483999884,345.6,2418.69,0.700689168,9.771341463,25.04
4/10/1993,3.53,24.89,0.483999884,293.63,2428.1,0.592890835,9.862804878,24.98
5/10/1993,0.91,25.25,0.483999884,316.92,2480,0.50305889,9.923780488,24.98
6/10/1993,12.03,24.945,0.482650116,225.28,2489.64,0.449159723,9.969512195,25.05
7/10/1993,6.98,25.2,0.48,260.57,2400,0.449159723,10,25.12
8/10/1993,12.76,25.5,0.48,268.81,2400,0.772554724,10,25.09
9/10/1993,15.32,25.25,0.48,293.42,2280,1.545109448,10.04573171,25.1
10/10/1993,14.85,25.5,0.476,297.6,2280,1.545109448,10.07621951,25.12
11/10/1993,0,25.19,0.476,368.65,2310.15,1.401378336,10.06097561,25.15
12/10/1993,0,23.69,0.476,411.93,1980.31,1.16781528,9.984756098,25.15
13/10/1993,0,22.93,0.475921528,420.12,1856.85,0.916285835,9.969512195,25.17
14/10/1993,0,23.5,0.472,393.92,2000,0.754588335,9.847560976,25.17
15/10/1993,19.5,24.87,0.472,224.57,2436.44,0.754588335,9.756097561,25.19
16/10/1993,14.74,24.425,0.472,191.87,2480,1.060016947,9.710365854,25.15
17/10/1993,10.12,24.89,0.468,212.35,2480,1.34747917,9.695121951,25.15
18/10/1993,0,25.035,0.468,337.52,2330.4,1.545109448,9.679878049,25.17
19/10/1993,0,25.445,0.468,337.97,2382.23,1.401378336,9.786585366,25.17
20/10/1993,0,26.2,0.468,295.82,2623.46,1.185781669,9.31402439,25.18
21/10/1993,0,26.23,0.463999884,317.34,2554.18,0.970185002,9.161585366,25.18
22/10/1993,0,26.925,0.463999884,326.13,2617.38,0.862386669,9.115853659,25.18
23/10/1993,0.38,25.995,0.463999884,320.32,2479.07,0.862386669,8.62804878,25.17
24/10/1993,0,25.725,0.463999884,315.47,2478.48,0.772554724,8.460365854,25.17
25/10/1993,0,24.61,0.459999884,336.89,2277.83,0.66475639,8.414634146,25.16
26/10/1993,0,24.18,0.459999884,317.35,2280,0.610857224,8.506097561,25.15
27/10/1993,14.92,22.58,0.459999884,253.45,2009.73,0.610857224,8.658536585,25.12
28/10/1993,0,22.095,0.459921412,378.72,1800,0.538991668,8.795731707,25.125
29/10/1993,0,22.75,0.455999884,377.59,1880,0.485092501,8.932926829,25.13
30/10/1993,0,25.01,0.455999884,320.31,2319.92,0.431193334,9.085365854,25.13
31/10/1993,11,20.185,0.455999884,311.46,1446.86,0.467126112,9.146341463,25.11
1/11/1993,0,10.565,0.455999884,424.34,800,0.449159723,9.283536585,25.1
2/11/1993,0,13.42,0.452,424.24,920,0.431193334,9.405487805,25.09
3/11/1993,0,18.75,0.452,399.52,1360,0.395260556,9.466463415,25.03
4/11/1993,0,21.49,0.452,351.76,1758.64,0.359327779,9.405487805,24.98
5/11/1993,0,22,0.452,360.39,1760,0.323395001,9.359756098,25.39
6/11/1993,0,23.5,0.448,335.47,2000,0.305428612,9.298780488,26.31
7/11/1993,0,21.25,0.448,313.76,1801.25,0.269495834,9.405487805,26.17
8/11/1993,2,18.97,0.448,313.93,1590.15,0.269495834,9.512195122,25.89
9/11/1993,0,23.1,0.448,310.34,2031.76,0.251529445,9.603658537,25.48
10/11/1993,3.29,22.96,0.446650231,224.37,2119.33,0.251529445,9.679878049,25.34
11/11/1993,0,20.58,0.443999884,314.69,1743.24,0.233563056,9.740853659,25.31
12/11/1993,0,21.325,0.443999884,327.17,1768.21,0.215596667,9.786585366,25.34
13/11/1993,0,23.905,0.443999884,291.55,2171.42,0.197630278,9.832317073,25.36
14/11/1993,0,24.565,0.443999884,265.33,2320.43,0.197630278,9.87804878,25.41
15/11/1993,0,24.245,0.442650116,292.16,2198.06,0.179663889,9.862804878,25.41
16/11/1993,0,24.75,0.440000116,268.17,2320,0.172477334,9.481707317,25.38
17/11/1993,4.25,24.405,0.440000116,195.55,2304.9,0.156307584,8.856707317,25.39
18/11/1993,0,24.08,0.440000116,294.04,2145.9,0.154510945,8.597560976,25.39
19/11/1993,0,24.35,0.440000116,288.53,2196.91,0.154510945,8.155487805,25.39
20/11/1993,0,22.25,0.440000116,298.13,1901.47,0.158104223,8.094512195,25.4
21/11/1993,0,21.24,0.435999884,243.77,1937.41,0.158104223,8.155487805,25.4
22/11/1993,2.63,21.82,0.435999884,171.1,2118.32,0.158104223,8.216463415,25.4
23/11/1993,0,22.17,0.435999884,220.2,2118.91,0.159900861,8.292682927,25.4
24/11/1993,0,20.805,0.435999884,229.82,1920.22,0.179663889,8.262195122,25.39
25/11/1993,31.33,21.83,0.435999884,152.33,2120,0.323395001,7.362804878,25.38
26/11/1993,5.48,22.845,0.435999884,183.63,2140.11,0.485092501,6.570121951,25.36
27/11/1993,0,23.545,0.434650116,257.34,2200,0.538991668,6.554878049,25.39
28/11/1993,0,20.33,0.432,317.39,1632.68,0.50305889,6.737804878,25.41
29/11/1993,0,14.465,0.432,365.57,1004.65,0.413226945,6.966463415,25.39
30/11/1993,0,15.53,0.432,346.55,1149.23,0.34136139,7.149390244,25.4
1/12/1993,0,20.14,0.432,295.64,1684.63,0.287462223,7.256097561,25.34
2/12/1993,0,21.02,0.432,280.77,1806.63,0.251529445,7.256097561,25.26
3/12/1993,0,20.75,0.432,308.85,1720,0.215596667,7.454268293,25.26
4/12/1993,0.01,21.885,0.432,292.98,1880,0.197630278,7.408536585,25.24
5/12/1993,0,20.07,0.432,315.02,1611.29,0.197630278,7.271341463,25.23
6/12/1993,0,16.245,0.430650231,374.77,1040,0.168884056,7.37804878,25.23
7/12/1993,0,16.245,0.428000116,352.05,1158.97,0.14552775,7.515243902,25.21
8/12/1993,0,17.715,0.428000116,326.86,1345.54,0.131154639,7.652439024,25.18
9/12/1993,0,18.2,0.428000116,338.4,1335.95,0.122171445,7.743902439,25.17
